URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVERAGE SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT
131,https://insights.blackcoffer.com/what-are-the-key-policies-that-will-mitigate-the-impacts-of-covid-19-on-the-world-of-work/,191,162,0.08215297427152132,0.3700209639727244,14,0.34067085953878407,5.736268343815514,14,325,954
132,https://insights.blackcoffer.com/marketing-drives-results-with-a-focus-on-problems/,92,128,-0.16363636289256198,0.31249999955610797,12,0.3338068181818182,4.933522727272727,12,235,704
133,https://insights.blackcoffer.com/continued-demand-for-sustainability/,98,112,-0.06666666634920636,0.3296703291527938,13,0.4850863422291994,5.39403453689168,13,309,637
134,https://insights.blackcoffer.com/coronavirus-disease-covid-19-effect-the-impact-and-role-of-mass-media-during-the-pandemic/,28,43,-0.2112676026582028,0.33649288940050764,14,0.4218009478672986,5.76872037914692,14,89,211
135,https://insights.blackcoffer.com/should-people-wear-fabric-gloves-seeking-evidence-regarding-the-differential-transfer-of-covid-19-or-coronaviruses-generally-between-surfaces/,20,39,-0.32203389284688316,0.4184397133443992,10,0.16312056737588654,4.065248226950355,10,23,141
136,https://insights.blackcoffer.com/why-is-there-a-severe-immunological-and-inflammatory-explosion-in-those-affected-by-sarms-covid-19/,23,38,-0.24590163531308795,0.34857142657959184,9,0.2857142857142857,3.714285714285715,9,50,175
137,https://insights.blackcoffer.com/what-do-you-think-is-the-lesson-or-lessons-to-be-learned-with-covid-19/,9,16,-0.27999998880000043,0.20491803110722925,17,0.26229508196721313,6.9049180327868855,17,32,122
138,https://insights.blackcoffer.com/coronavirus-the-unexpected-challenge-for-the-european-union/,18,28,-0.21739129962192827,0.4299065380382567,8,0.4485981308411215,3.3794392523364487,8,48,107
139,https://insights.blackcoffer.com/industrial-revolution-4-0-pros-and-cons/,67,60,0.05511810980221961,0.34986225798936016,11,0.4380165289256198,4.575206611570247,11,159,363
140,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy/,67,133,-0.32999999835,0.3623188399233354,13,0.3278985507246377,5.331159420289855,13,181,552
141,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy-2/,60,103,-0.2638036793631676,0.3551198249343795,12,0.3115468409586057,4.924618736383443,12,143,459
142,https://insights.blackcoffer.com/impact-of-covid-19coronavirus-on-the-indian-economy/,96,166,-0.26717557149932986,0.2752100837445272,13,0.39810924369747897,5.359243697478992,13,379,952
143,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-global-economy/,39,65,-0.24999999759615388,0.3280757087442407,9,0.2870662460567823,3.714826498422713,9,91,317
145,https://insights.blackcoffer.com/blockchain-in-fintech/,62,69,-0.053435114095915164,0.28478260807655953,12,0.3065217391304348,4.922608695652174,12,141,460
146,https://insights.blackcoffer.com/blockchain-for-payments/,62,94,-0.20512820381328076,0.3157894730449606,10,0.32388663967611336,4.129554655870446,10,160,494
147,https://insights.blackcoffer.com/the-future-of-investing/,119,111,0.03478260854442344,0.2634593353224979,13,0.3104238258877434,5.324169530355098,13,271,873
148,https://insights.blackcoffer.com/big-data-analytics-in-healthcare/,97,166,-0.2623574134511125,0.40091463353519113,10,0.3704268292682927,4.148170731707317,10,243,656
149,https://insights.blackcoffer.com/business-analytics-in-the-healthcare-industry/,54,51,0.02857142829931973,0.2592592586191129,13,0.44938271604938274,5.379753086419754,13,182,405
150,https://insights.blackcoffer.com/challenges-and-opportunities-of-big-data-in-healthcare/,82,131,-0.2300469472767749,0.39371534123157975,8,0.3456561922365989,3.3382624768946396,8,187,541
